,URL,repo,head_repo_size,base_repo_size
334,https://api.github.com/repos/uber/petastorm/pulls/663,petastorm,2599.0,2756
335,https://api.github.com/repos/uber/petastorm/pulls/656,petastorm,2589.0,2756
336,https://api.github.com/repos/uber/petastorm/pulls/641,petastorm,2789.0,2756
337,https://api.github.com/repos/uber/petastorm/pulls/637,petastorm,2614.0,2756
338,https://api.github.com/repos/uber/petastorm/pulls/621,petastorm,,2756
339,https://api.github.com/repos/uber/petastorm/pulls/619,petastorm,2877.0,2756
340,https://api.github.com/repos/uber/petastorm/pulls/605,petastorm,2877.0,2756
341,https://api.github.com/repos/uber/petastorm/pulls/561,petastorm,2462.0,2756
342,https://api.github.com/repos/uber/petastorm/pulls/546,petastorm,2877.0,2756
343,https://api.github.com/repos/uber/petastorm/pulls/512,petastorm,2570.0,2756
344,https://api.github.com/repos/uber/petastorm/pulls/510,petastorm,2877.0,2756
345,https://api.github.com/repos/uber/petastorm/pulls/488,petastorm,2254.0,2756
346,https://api.github.com/repos/uber/xviz/pulls/674,xviz,11162.0,11161
347,https://api.github.com/repos/uber/xviz/pulls/670,xviz,11161.0,11161
348,https://api.github.com/repos/uber/xviz/pulls/669,xviz,11161.0,11161
349,https://api.github.com/repos/uber/xviz/pulls/668,xviz,11161.0,11161
350,https://api.github.com/repos/uber/xviz/pulls/666,xviz,11161.0,11161
351,https://api.github.com/repos/uber/xviz/pulls/665,xviz,11161.0,11161
352,https://api.github.com/repos/uber/xviz/pulls/662,xviz,11161.0,11161
353,https://api.github.com/repos/uber/xviz/pulls/656,xviz,9199.0,11161
354,https://api.github.com/repos/uber/xviz/pulls/655,xviz,9199.0,11161
355,https://api.github.com/repos/uber/xviz/pulls/654,xviz,10293.0,11161
356,https://api.github.com/repos/uber/xviz/pulls/651,xviz,11161.0,11161
357,https://api.github.com/repos/uber/xviz/pulls/649,xviz,9676.0,11161
358,https://api.github.com/repos/uber/xviz/pulls/647,xviz,9471.0,11161
359,https://api.github.com/repos/uber/xviz/pulls/646,xviz,11161.0,11161
360,https://api.github.com/repos/uber/xviz/pulls/645,xviz,11161.0,11161
361,https://api.github.com/repos/uber/xviz/pulls/643,xviz,11161.0,11161
362,https://api.github.com/repos/uber/xviz/pulls/641,xviz,10317.0,11161
363,https://api.github.com/repos/uber/xviz/pulls/638,xviz,11161.0,11161
364,https://api.github.com/repos/uber/xviz/pulls/633,xviz,11161.0,11161
365,https://api.github.com/repos/uber/xviz/pulls/628,xviz,11161.0,11161
366,https://api.github.com/repos/uber/xviz/pulls/622,xviz,11161.0,11161
367,https://api.github.com/repos/uber/xviz/pulls/621,xviz,8799.0,11161
368,https://api.github.com/repos/uber/xviz/pulls/615,xviz,11161.0,11161
369,https://api.github.com/repos/uber/xviz/pulls/608,xviz,11161.0,11161
370,https://api.github.com/repos/uber/xviz/pulls/592,xviz,10025.0,11161
371,https://api.github.com/repos/uber/xviz/pulls/575,xviz,11161.0,11161
372,https://api.github.com/repos/uber/xviz/pulls/418,xviz,2981.0,11161
373,https://api.github.com/repos/uber/xviz/pulls/408,xviz,11161.0,11161
374,https://api.github.com/repos/uber/xviz/pulls/385,xviz,11161.0,11161
375,https://api.github.com/repos/uber/xviz/pulls/317,xviz,11161.0,11161
376,https://api.github.com/repos/uber/cadence-java-samples/pulls/60,cadence-java-samples,726.0,684
377,https://api.github.com/repos/uber/cadence-java-samples/pulls/59,cadence-java-samples,726.0,684
378,https://api.github.com/repos/uber/cadence-java-samples/pulls/56,cadence-java-samples,46168.0,684
379,https://api.github.com/repos/uber/cadence-java-samples/pulls/55,cadence-java-samples,726.0,684
380,https://api.github.com/repos/uber/cadence-java-samples/pulls/54,cadence-java-samples,726.0,684
381,https://api.github.com/repos/uber/cadence-java-samples/pulls/53,cadence-java-samples,726.0,684
382,https://api.github.com/repos/uber/cadence-java-samples/pulls/48,cadence-java-samples,726.0,684
383,https://api.github.com/repos/uber/cadence-java-samples/pulls/47,cadence-java-samples,726.0,684
384,https://api.github.com/repos/uber/cadence-java-samples/pulls/40,cadence-java-samples,726.0,684
385,https://api.github.com/repos/uber/cadence-java-samples/pulls/10,cadence-java-samples,495.0,684
386,https://api.github.com/repos/uber/motif/pulls/221,motif,1445.0,1448
387,https://api.github.com/repos/uber/streetscape.gl/pulls/519,streetscape.gl,36436.0,36436
388,https://api.github.com/repos/uber/streetscape.gl/pulls/515,streetscape.gl,36436.0,36436
389,https://api.github.com/repos/uber/streetscape.gl/pulls/512,streetscape.gl,36436.0,36436
390,https://api.github.com/repos/uber/streetscape.gl/pulls/510,streetscape.gl,36436.0,36436
391,https://api.github.com/repos/uber/streetscape.gl/pulls/509,streetscape.gl,36436.0,36436
392,https://api.github.com/repos/uber/streetscape.gl/pulls/503,streetscape.gl,36436.0,36436
393,https://api.github.com/repos/uber/streetscape.gl/pulls/501,streetscape.gl,36436.0,36436
394,https://api.github.com/repos/uber/streetscape.gl/pulls/499,streetscape.gl,36436.0,36436
395,https://api.github.com/repos/uber/streetscape.gl/pulls/497,streetscape.gl,36436.0,36436
396,https://api.github.com/repos/uber/streetscape.gl/pulls/494,streetscape.gl,36436.0,36436
397,https://api.github.com/repos/uber/streetscape.gl/pulls/490,streetscape.gl,33765.0,36436
398,https://api.github.com/repos/uber/streetscape.gl/pulls/488,streetscape.gl,36436.0,36436
399,https://api.github.com/repos/uber/streetscape.gl/pulls/485,streetscape.gl,36436.0,36436
400,https://api.github.com/repos/uber/streetscape.gl/pulls/483,streetscape.gl,36436.0,36436
401,https://api.github.com/repos/uber/streetscape.gl/pulls/472,streetscape.gl,36436.0,36436
402,https://api.github.com/repos/uber/streetscape.gl/pulls/464,streetscape.gl,36436.0,36436
403,https://api.github.com/repos/uber/streetscape.gl/pulls/457,streetscape.gl,33389.0,36436
404,https://api.github.com/repos/uber/streetscape.gl/pulls/447,streetscape.gl,36436.0,36436
405,https://api.github.com/repos/uber/streetscape.gl/pulls/434,streetscape.gl,32836.0,36436
406,https://api.github.com/repos/uber/streetscape.gl/pulls/397,streetscape.gl,36436.0,36436
407,https://api.github.com/repos/uber/cyborg/pulls/79,cyborg,311.0,380
408,https://api.github.com/repos/uber/stylist/pulls/28,stylist,203.0,203
409,https://api.github.com/repos/uber/stylist/pulls/27,stylist,203.0,203
410,https://api.github.com/repos/uber/aresdb/pulls/374,aresdb,12851.0,12849
411,https://api.github.com/repos/uber/aresdb/pulls/366,aresdb,12849.0,12849
412,https://api.github.com/repos/uber/aresdb/pulls/364,aresdb,12849.0,12849
413,https://api.github.com/repos/uber/aresdb/pulls/361,aresdb,12849.0,12849
414,https://api.github.com/repos/uber/aresdb/pulls/312,aresdb,12849.0,12849
415,https://api.github.com/repos/uber/astro/pulls/33,astro,142.0,192
416,https://api.github.com/repos/uber/astro/pulls/4,astro,101.0,192
417,https://api.github.com/repos/uber/uber-poet/pulls/52,uber-poet,1020.0,1025
418,https://api.github.com/repos/uber/uber-poet/pulls/50,uber-poet,1025.0,1025
419,https://api.github.com/repos/uber/simple-store/pulls/85,simple-store,897.0,897
420,https://api.github.com/repos/uber/simple-store/pulls/73,simple-store,878.0,897
421,https://api.github.com/repos/uber/client-platform-engineering/pulls/69,client-platform-engineering,3845.0,1324
422,https://api.github.com/repos/uber/kraken/pulls/315,kraken,6540.0,6535
423,https://api.github.com/repos/uber/kraken/pulls/312,kraken,6535.0,6535
424,https://api.github.com/repos/uber/kraken/pulls/309,kraken,6535.0,6535
425,https://api.github.com/repos/uber/kraken/pulls/307,kraken,6538.0,6535
426,https://api.github.com/repos/uber/kraken/pulls/305,kraken,6531.0,6535
427,https://api.github.com/repos/uber/kraken/pulls/301,kraken,6535.0,6535
428,https://api.github.com/repos/uber/kraken/pulls/300,kraken,6535.0,6535
429,https://api.github.com/repos/uber/kraken/pulls/289,kraken,6537.0,6535
430,https://api.github.com/repos/uber/kraken/pulls/286,kraken,6537.0,6535
431,https://api.github.com/repos/uber/kraken/pulls/285,kraken,6537.0,6535
432,https://api.github.com/repos/uber/kraken/pulls/284,kraken,,6535
433,https://api.github.com/repos/uber/kraken/pulls/283,kraken,,6535
434,https://api.github.com/repos/uber/kraken/pulls/253,kraken,6499.0,6535
435,https://api.github.com/repos/uber/kraken/pulls/216,kraken,6452.0,6535
436,https://api.github.com/repos/uber/kraken/pulls/168,kraken,6336.0,6535
437,https://api.github.com/repos/uber/piranha/pulls/156,piranha,1084.0,1064
438,https://api.github.com/repos/uber/piranha/pulls/151,piranha,1134.0,1064
439,https://api.github.com/repos/uber/piranha/pulls/140,piranha,1031.0,1064
440,https://api.github.com/repos/uber/piranha/pulls/128,piranha,1064.0,1064
441,https://api.github.com/repos/uber/piranha/pulls/112,piranha,1017.0,1064
442,https://api.github.com/repos/uber/piranha/pulls/107,piranha,887.0,1064
443,https://api.github.com/repos/uber/piranha/pulls/60,piranha,820.0,1064
444,https://api.github.com/repos/uber/piranha/pulls/15,piranha,1064.0,1064
445,https://api.github.com/repos/uber/RxCBCentral/pulls/29,RxCBCentral,1458.0,1456
446,https://api.github.com/repos/uber/RxCBCentral/pulls/24,RxCBCentral,1487.0,1456
447,https://api.github.com/repos/uber/neuropod/pulls/526,neuropod,2503.0,2503
448,https://api.github.com/repos/uber/neuropod/pulls/524,neuropod,2503.0,2503
449,https://api.github.com/repos/uber/neuropod/pulls/507,neuropod,,2503
450,https://api.github.com/repos/uber/neuropod/pulls/471,neuropod,2503.0,2503
451,https://api.github.com/repos/uber/neuropod/pulls/458,neuropod,2503.0,2503
452,https://api.github.com/repos/uber/neuropod/pulls/452,neuropod,2503.0,2503
453,https://api.github.com/repos/uber/neuropod/pulls/444,neuropod,2503.0,2503
454,https://api.github.com/repos/uber/neuropod/pulls/443,neuropod,2503.0,2503
455,https://api.github.com/repos/uber/neuropod/pulls/410,neuropod,2503.0,2503
456,https://api.github.com/repos/uber/neuropod/pulls/361,neuropod,2503.0,2503
457,https://api.github.com/repos/uber/neuropod/pulls/340,neuropod,2503.0,2503
458,https://api.github.com/repos/uber/manifold/pulls/178,manifold,9699.0,9699
459,https://api.github.com/repos/uber/manifold/pulls/177,manifold,9699.0,9699
460,https://api.github.com/repos/uber/manifold/pulls/176,manifold,9699.0,9699
461,https://api.github.com/repos/uber/manifold/pulls/175,manifold,9699.0,9699
462,https://api.github.com/repos/uber/manifold/pulls/174,manifold,9699.0,9699
463,https://api.github.com/repos/uber/manifold/pulls/172,manifold,9699.0,9699
464,https://api.github.com/repos/uber/manifold/pulls/168,manifold,9699.0,9699
465,https://api.github.com/repos/uber/manifold/pulls/167,manifold,9699.0,9699
466,https://api.github.com/repos/uber/manifold/pulls/166,manifold,9699.0,9699
467,https://api.github.com/repos/uber/manifold/pulls/165,manifold,9699.0,9699
468,https://api.github.com/repos/uber/manifold/pulls/164,manifold,9699.0,9699
469,https://api.github.com/repos/uber/manifold/pulls/163,manifold,9699.0,9699
470,https://api.github.com/repos/uber/manifold/pulls/162,manifold,9699.0,9699
471,https://api.github.com/repos/uber/manifold/pulls/159,manifold,9699.0,9699
472,https://api.github.com/repos/uber/manifold/pulls/158,manifold,9699.0,9699
473,https://api.github.com/repos/uber/manifold/pulls/157,manifold,9699.0,9699
474,https://api.github.com/repos/uber/manifold/pulls/156,manifold,9699.0,9699
475,https://api.github.com/repos/uber/manifold/pulls/155,manifold,9699.0,9699
476,https://api.github.com/repos/uber/manifold/pulls/154,manifold,9699.0,9699
477,https://api.github.com/repos/uber/manifold/pulls/153,manifold,9699.0,9699
478,https://api.github.com/repos/uber/manifold/pulls/152,manifold,9699.0,9699
479,https://api.github.com/repos/uber/manifold/pulls/151,manifold,9699.0,9699
480,https://api.github.com/repos/uber/manifold/pulls/150,manifold,9699.0,9699
481,https://api.github.com/repos/uber/manifold/pulls/149,manifold,9699.0,9699
482,https://api.github.com/repos/uber/manifold/pulls/148,manifold,9699.0,9699
483,https://api.github.com/repos/uber/manifold/pulls/142,manifold,9699.0,9699
484,https://api.github.com/repos/uber/manifold/pulls/141,manifold,9699.0,9699
485,https://api.github.com/repos/uber/manifold/pulls/140,manifold,9699.0,9699
486,https://api.github.com/repos/uber/manifold/pulls/139,manifold,9699.0,9699
487,https://api.github.com/repos/uber/manifold/pulls/138,manifold,9699.0,9699
488,https://api.github.com/repos/uber/manifold/pulls/61,manifold,9699.0,9699
489,https://api.github.com/repos/uber/swift-abstract-class/pulls/36,swift-abstract-class,14250.0,14249
490,https://api.github.com/repos/uber/swift-common/pulls/16,swift-common,62.0,55
491,https://api.github.com/repos/uber/graph.gl/pulls/3,graph.gl,13396.0,19223
492,https://api.github.com/repos/uber/causalml/pulls/356,causalml,32132.0,35493
493,https://api.github.com/repos/uber/causalml/pulls/166,causalml,35493.0,35493
494,https://api.github.com/repos/uber/bayesmark/pulls/16,bayesmark,214.0,214
495,https://api.github.com/repos/uber/bayesmark/pulls/15,bayesmark,,214
496,https://api.github.com/repos/uber/hypothesis-gufunc/pulls/3,hypothesis-gufunc,57.0,57
497,https://api.github.com/repos/uber/react-view/pulls/81,react-view,5346.0,5346
498,https://api.github.com/repos/uber/react-view/pulls/80,react-view,5346.0,5346
499,https://api.github.com/repos/uber/react-view/pulls/79,react-view,5346.0,5346
500,https://api.github.com/repos/uber/react-view/pulls/75,react-view,5346.0,5346
501,https://api.github.com/repos/uber/react-view/pulls/74,react-view,5346.0,5346
502,https://api.github.com/repos/uber/react-view/pulls/72,react-view,5346.0,5346
503,https://api.github.com/repos/uber/react-view/pulls/71,react-view,5346.0,5346
504,https://api.github.com/repos/uber/react-view/pulls/70,react-view,5346.0,5346
505,https://api.github.com/repos/uber/react-view/pulls/69,react-view,5346.0,5346
506,https://api.github.com/repos/uber/react-view/pulls/63,react-view,5346.0,5346
507,https://api.github.com/repos/uber/fiber/pulls/58,fiber,8819.0,8814
508,https://api.github.com/repos/uber/fiber/pulls/55,fiber,8814.0,8814
509,https://api.github.com/repos/uber/fiber/pulls/53,fiber,8814.0,8814
510,https://api.github.com/repos/uber/fiber/pulls/34,fiber,8814.0,8814
511,https://api.github.com/repos/uber/orbit/pulls/655,orbit,108995.0,108995
512,https://api.github.com/repos/uber/orbit/pulls/654,orbit,108995.0,108995
513,https://api.github.com/repos/uber/orbit/pulls/451,orbit,108995.0,108995
514,https://api.github.com/repos/uber/orbit/pulls/445,orbit,108995.0,108995
515,https://api.github.com/repos/uber/orbit/pulls/424,orbit,70538.0,108995
516,https://api.github.com/repos/uber/base-design-docs/pulls/32,base-design-docs,4979.0,4979
517,https://api.github.com/repos/uber/base-design-docs/pulls/28,base-design-docs,4979.0,4979
518,https://api.github.com/repos/uber/base-design-docs/pulls/27,base-design-docs,4979.0,4979
519,https://api.github.com/repos/uber/base-design-docs/pulls/26,base-design-docs,4979.0,4979
520,https://api.github.com/repos/uber/base-design-docs/pulls/25,base-design-docs,4979.0,4979
521,https://api.github.com/repos/uber/SwiftCodeSan/pulls/6,SwiftCodeSan,225.0,224
522,https://api.github.com/repos/uber/RemoteShuffleService/pulls/53,RemoteShuffleService,1390.0,1667
523,https://api.github.com/repos/uber/RemoteShuffleService/pulls/52,RemoteShuffleService,1689.0,1667
524,https://api.github.com/repos/uber/RemoteShuffleService/pulls/51,RemoteShuffleService,1689.0,1667
525,https://api.github.com/repos/uber/RemoteShuffleService/pulls/28,RemoteShuffleService,1205.0,1667
526,https://api.github.com/repos/uber/Cadence-Docs/pulls/84,Cadence-Docs,34641.0,34641
